Scheme	Batch ID	TP name	AA name	Job role	Assessment date	Candidate count	Attended	Passed 	Failed	Not appeared	Result approved on
CSR-RPL (KBL)	2012465	Lok Bharti	V.Saas	Plumber General	20.11.2021	35	35	34	1	0	7.12.2021
CSR-RPL (KBL)	2013104	Lok Bharti	V.Saas	Plumber General	24.11.2021	40	40	39	1	0	7.12.2021
CSR-RPL (KBL)	2008479	NAC	V.Saas	Plumber General	11.11.2021	25	22	19	3	3	7.12.2021
CSR-RPL (KBL)	2008486	NAC	V.Saas	Plumber General	11.11.2021	25	22	19	3	3	7.12.2021
CSR-RPL (KBL)	2000221	NAC	V.Saas	Plumber General	27.10.2021	25	22	20	2	3	7.12.2021
CSR-RPL (KBL)	2008849	NAC	V.Saas	Plumber General	13.11.2021	25	24	21	3	1	7.12.2021
CSR-RPL (KBL)	2008855	NAC	V.Saas	Plumber General	13.11.2021	25	24	21	3	1	7.12.2021
CSR-RPL (KBL)	286954	DCVS	V.Saas	Plumber General	20.09.2021	30	14	14	0	16	7.12.2021
CSR-RPL (KBL)	291339	Labournet	Mettl	Plumber General	27.10.2021	30	17	13	4	13	9.12.2021
CSR-RPL (KBL)	2008082	Saltlake	Mettl	Plumber General	09.11.2021	32	29	21	8	3	9.12.2021
CSR-RPL (KBL)	2007432	Indeva	Mettl	Plumber General	10.11.2021	40	40	33	7	0	9.12.2021
CSR-RPL (KBL)	2008237	Prabhodita	Mettl	Plumber General	13.11.2021	40	20	19	1	20	9.12.2021
HPKVN	2714634	Govt ITI-Dadasiba	Khwaspuria	Plumber General	27.08.2021	21	21	19	2	0	9.12.2021
HPKVN	2714635	Govt ITI-Dadasiba	Khwaspuria	Plumber General	28.08.2021	18	18	17	1	0	9.12.2021
CSR-STT	276291	SDI-Vskpm	VET	Plumber General	15.11.2021	11	11	7	4	0	9.12.2021
CSR-STT	276002	SDI-Vskpm	VET	Plumber General	16.11.2021	23	16	12	4	7	9.12.2021
CSR-STT	279207	SDI-Vskpm	VET	Plumber General	15.11.2021	21	21	16	5	0	9.12.2021
CSR-RPL (KBL)	290718	Annai Education	VET	Plumber General	23.10.2021	40	35	34	1	5	13.12.2021
CSR-RPL (KBL)	291123	Labournet	VET	Plumber General	27.10.2021	25	22	21	1	3	13.12.2021
CSR-RPL (KBL)	291125	Labournet	VET	Plumber General	27.10.2021	25	19	16	3	6	13.12.2021
CSR-RPL (KBL)	291134	Labournet	VET	Plumber General	29.10.2021	25	25	22	3	0	13.12.2021
CSR-RPL (KBL)	2000228	NAC	VET	Plumber General	25.10.2021	25	20	20	0	5	13.12.2021
CSR-RPL (KBL)	2008266	Labournet	VET	Plumber General	10.11.2021	25	20	18	2	5	13.12.2021
CSR-RPL (KBL)	2008267	Labournet	VET	Plumber General	10.11.2021	25	23	23	0	2	13.12.2021
CSR-RPL (KBL)	2008270	Labournet	VET	Plumber General	12.11.2021	25	22	18	4	3	13.12.2021
CSR-RPL (KBL)	2008273	Annai Education	VET	Plumber General	9.11.2021	30	29	29	0	1	13.12.2021
CSR-RPL (KBL)	2008765	Annai Education	VET	Plumber General	11.11.2021	35	34	33	1	1	13.12.2021
CSR-RPL (KBL)	2009221	Labournet	VET	Plumber General	13.11.2021	30	23	23	0	7	13.12.2021
CSR-RPL (KBL)	2009415	Annai Education	VET	Plumber General	13.11.2021	35	34	31	3	1	13.12.2021
CSR-RPL (KBL)	2009653	Labournet	VET	Plumber General	17.11.2021	25	23	23	0	2	13.12.2021
CSR-RPL (KBL)	2009688	Ideal Impression	VET	Plumber General	18.11.2021	25	20	16	4	5	13.12.2021
CSR-RPL (KBL)	2009807	Annai Education	VET	Plumber General	14.11.2021	40	20	16	4	20	13.12.2021
CSR-RPL (KBL)	2010236	Labournet	VET	Plumber General	19.11.2021	25	25	24	1	0	13.12.2021
CSR-RPL (KBL)	2010647	Annai Education	VET	Plumber General	18.11.2021	30	30	30	0	0	13.12.2021
CSR-RPL (KBL)	2010724	NAC	VET	Plumber General	18.11.2021	25	21	17	4	4	13.12.2021
CSR-RPL (KBL)	2011129	NAC	VET	Plumber General	20.11.2021	25	21	20	1	4	13.12.2021
CSR-RPL (KBL)	2011133	NAC	VET	Plumber General	20.11.2021	25	25	24	1	0	13.12.2021
CSR-RPL (KBL)	2012950	Labournet	VET	Plumber General	25.11.2021	40	27	27	0	13	13.12.2021
CSR-RPL (KBL)	2013327	Labournet	VET	Plumber General	26.11.2021	25	22	20	2	3	13.12.2021
CSR-RPL (Apollo)	2007804	Ideal Impression	VET	Plumber General	8.11.2021	25	25	25	0	0	14.12.2021
CSR-RPL (Apollo)	2007811	Ideal Impression	VET	Plumber General	8.11.2021	25	24	24	0	1	14.12.2021
CSR-RPL (Apollo)	287638	GnG Skills	Mettl	Plumber General	10.10.2021	20	19	18	1	1	14.12.2021
CSR-RPL (Apollo)	282566	GnG Skills	V.Saas	Plumber General	25.9.2021	40	39	37	2	1	14.12.2021
CSR-RPL (Apollo)	283369	Ideal Impression	V.Saas	Plumber General	28.9.2021	25	22	21	1	3	14.12.2021
CSR-RPL (Apollo)	283371	Ideal Impression	V.Saas	Plumber General	28.9.2021	25	23	22	1	2	14.12.2021
CSR-RPL (Apollo)	288749	Ideal Impression	V.Saas	Plumber General	16.10.2021	18	9	8	1	9	14.12.2021
CSR-RPL (Apollo)	288742	Ideal Impression	V.Saas	Plumber General	16.10.2021	25	14	10	4	11	14.12.2021
NULM	216375	Ascensive Educare	V.Saas	Plumber General	15.4.2021	25	25	24	1	0	23.12.2021
NULM	216376	Ascensive Educare	V.Saas	Plumber General	22.10.2021	25	25	23	2	0	23.12.2021
NULM	227076	Ascensive Educare	V.Saas	Plumber General	23.10.2021	25	25	23	2	0	23.12.2021
NULM	227075	Ascensive Educare	V.Saas	Plumber General	21.10.2021	25	25	23	2	0	23.12.2021
CSR-RPL (KBL)	2015461	Adept Edusys	Mettl	Plumber General	05.12.2021	39	38	22	16	1	29.12.2021
CSR-RPL (KBL)	2018368	Annai Education	Khwaspuria	Plumber General	11.12.2021	35	35	33	2	0	29.12.2021
CSR-RPL (KBL)	2020475	Annai Education	Khwaspuria	Plumber General	16.12.2021	40	40	36	4	0	29.12.2021
CSR-RPL (KBL)	2013466	Ideal Impression	Khwaspuria	Plumber General	27.11.2021	25	23	22	1	2	29.12.2021
CSR-RPL (KBL)	2013506	Ideal Impression	Khwaspuria	Plumber General	27.11.2021	25	23	20	3	2	29.12.2021
CSR-RPL (KBL)	2016986	Labournet	Khwaspuria	Plumber General	18.12.2021	40	38	34	4	2	29.12.2021
CSR-RPL (KBL)	2018381	Annai Education	Khwaspuria	Plumber General	11.12.2021	35	35	30	5	0	29.12.2021
CSR-RPL (KBL)	2018434	Labournet	Khwaspuria	Plumber General	19.12.2021	40	38	35	3	2	29.12.2021
CSR-RPL (KBL)	2018446	Sanskar Education Hub	Khwaspuria	Plumber General	14.12.2021	36	36	35	1	0	29.12.2021
CSR-RPL (KBL)	2019469	DCVS	Khwaspuria	Plumber General	16.11.2021	30	29	27	2	1	29.12.2021
CSR-RPL (KBL)	2019766	Annai Education	Khwaspuria	Plumber General	16.12.2021	35	35	32	3	0	29.12.2021
CSR-RPL (KBL)	2020484	NAC	Khwaspuria	Plumber General	18.12.2021	25	25	24	1	0	29.12.2021
CSR-RPL (KBL)	2020493	NAC	Khwaspuria	Plumber General	18.12.2021	25	25	20	5	0	29.12.2021
CSR-RPL (KBL)	2021755	NAC	Khwaspuria	Plumber General	21.12.2021	25	25	20	5	0	29.12.2021
CSR-RPL (KBL)	2021761	NAC	Khwaspuria	Plumber General	21.12.2021	25	21	18	3	4	29.12.2021
CSR-RPL (KBL)	2017424	Ideal Impression	Mettl	Plumber General	09.12.2021	25	16	6	10	9	30.12.2021
CSR-RPL (KBL)	2016603	Lok Bharti	Mettl	Plumber General	04.12.2021	35	34	17	17	1	30.12.2021
CSR-RPL (KBL)	2015624	Saltlake	Mettl	Plumber General	04.12.2021	38	35	28	7	3	30.12.2021
CSR-RPL (KBL)	2019905	Ideal Impression	Mettl	Plumber General	19.12.2021	24	7	6	1	17	30.12.2021
CSR-RPL (KBL)	2019904	Ideal Impression	Mettl	Plumber General	19.12.2021	25	11	11	0	14	30.12.2021
CSR-RPL (KBL)	2019670	Lok Bharti	Mettl	Plumber General	15.12.2021	40	27	24	3	13	30.12.2021
CSR-RPL (KBL)	2022960	Lok Bharti	Mettl	Plumber General	23.12.2021	30	26	16	10	4	13.1.2022
CSR-RPL (KBL)	2022643	Annai Education	SM	Plumber General	23.12.2021	30	29	29	0	1	30.12.2021
CSR-RPL (KBL)	2014218	Annai Education	SM	Plumber General	03.12.2021	40	38	35	3	2	30.12.2021
CSR-RPL (KBL)	2014621	Annai Education	SM	Plumber General	03.12.2021	30	28	24	4	2	30.12.2021
CSR-RPL (KBL)	2017590	Annai Education	SM	Plumber General	07.12.2021	40	39	34	5	1	30.12.2021
CSR-RPL (KBL)	2018297	Annai Education	SM	Plumber General	09.12.2021	35	34	31	3	1	30.12.2021
CSR-RPL (KBL)	2018303	Annai Education	SM	Plumber General	09.12.2021	31	31	27	4	0	31.12.2021
CSR-RPL (KBL)	2018383	Annai Education	SM	Plumber General	11.12.2021	35	34	30	4	1	31.12.2021
CSR-RPL (KBL)	2018386	Annai Education	SM	Plumber General	11.12.2021	36	36	33	3	0	31.12.2021
CSR-RPL (KBL)	2014619	Annai Education	SM	Plumber General	3.12.2021	30	26	21	5	4	31.12.2021
CSR-RPL (KBL)	2021401	Annai Education	SM	Plumber General	18.12.2021	40	35	32	3	5	31.12.2021
CSR-RPL (KBL)	2021406	Annai Education	SM	Plumber General	18.12.2021	40	39	37	2	1	31.12.2021
CSR-RPL (KBL)	2019752	Annai Education	SM	Plumber General	16.12.2021	40	38	33	5	2	31.12.2021
CSR-RPL (KBL)	2019757	Annai Education	SM	Plumber General	16.12.2021	40	40	40	0	0	31.12.2021
CSR-RPL (KBL)	2022229	Annai Education	SM	Plumber General	21.12.2021	34	34	34	0	0	31.12.2021
CSR-RPL (KBL)	2016296	Adept Edusys	VET	Plumber General	7.12.2021	38	34	33	1	4	31.12.2021
CSR-RPL (KBL)	2017588	Annai Education	VET	Plumber General	9.12.2021	40	40	40	0	0	31.12.2021
CSR-RPL (KBL)	2017595	Annai Education	VET	Plumber General	7.12.2021	29	29	29	0	0	31.12.2021
CSR-RPL (KBL)	2018299	Annai Education	VET	Plumber General	9.12.2021	35	35	33	2	0	31.12.2021
CSR-RPL (KBL)	2020467	Annai Education	VET	Plumber General	16.12.2021	40	40	38	2	0	31.12.2021
CSR-RPL (KBL)	2020820	Veronics	VET	Plumber General	17.12.2021	10	10	9	1	0	31.12.2021
CSR-RPL (KBL)	2020970	Labournet	VET	Plumber General	18.12.2021	37	13	10	3	24	31.12.2021
CSR-RPL (KBL)	2021056	Veronics	VET	Plumber General	17.12.2021	18	8	7	1	10	31.12.2021
CSR-RPL (KBL)	2021407	Annai Education	VET	Plumber General	18.12.2021	40	40	37	3	0	31.12.2021
CSR-RPL (KBL)	2017419	Ideal Impression	VET	Plumber General	09.12.2021	25	23	23	0	2	31.12.2021
CSR-RPL (KBL)	2022223	Annai Education	VET	Plumber General	21.12.2021	40	40	39	1	0	31.12.2021
CSR-RPL (KBL)	2018323	Labournet	Khwaspuria	Plumber General	20.12.2021	40	39	36	3	1	31.12.2021
CSR-RPL (KBL)	2014617	Annai Education	Navriti	Plumber General	03.12.2021	35	35	33	2	0	31.12.2021
CSR-RPL (KBL)	2017438	Ideal Impression	Navriti	Plumber General	11.12.2021	25	11	10	1	14	31.12.2021
CSR-RPL (KBL)	2017473	Ideal Impression	Navriti	Plumber General	11.12.2021	20	8	7	1	12	31.12.2021
CSR-RPL (KBL)	2017594	Annai Education	Navriti	Plumber General	7.12.2021	30	27	25	2	3	31.12.2021
CSR-RPL (KBL)	2019162	Indeva	Navriti	Plumber General	16.12.2021	40	33	31	2	7	31.12.2021
CSR-RPL (KBL)	2019787	Annai Education	Navriti	Plumber General	16.12.2021	35	35	31	4	0	31.12.2021
CSR-RPL (KBL)	2020134	Saltlake	Navriti	Plumber General	3.12.2021	40	33	33	0	7	31.12.2021
CSR-RPL (KBL)	2021250	Lok Bharti	Navriti	Plumber General	18.12.2021	40	38	34	4	2	31.12.2021
CSR-RPL (KBL)	2022864	Annai Education	Navriti	Plumber General	23.12.2021	30	30	30	0	0	31.12.2021
CSR-RPL (KBL)	2022866	Labournet	Navriti	Plumber General	23.12.2021	47	46	46	0	1	31.12.2021
CSR-RPL (KBL)	2023190	Labournet	Navriti	Plumber General	24.12.2021	48	45	43	2	3	31.12.2021
CSR-RPL (KBL)	2021043	Ideal Impression	V.Saas	Plumber General	18.12.2021	25	24	24	0	1	31.12.2021
CSR-RPL (KBL)	2018676	Ideal Impression	V.Saas	Plumber General	21.12.2021	25	25	25	0	0	31.12.2021
CSR-RPL (KBL)	2018682	Ideal Impression	V.Saas	Plumber General	21.12.2021	21	21	21	0	0	31.12.2021
CSR-RPL (Apollo)	2024508	Labournet	Khwaspuria	Plumber General	26.12.2021	50	50	44	6	0	31.12.2021
ASDM-PLSTP	262841	Global Peers	V.Saas	Plumber General	22.10.2021	25	25	24	1	0	7.1.2022
ASDM-PLSTP	262843	Global Peers	V.Saas	Plumber General	23.10.2021	25	25	23	2	0	7.1.2022
DDUGKY	276695	KLS Pvt Ltd	V.Saas	Plumber General	7.9.2021	30	30	28	2	0	7.1.2022
CSR-RPL (KBL)	2023817	Labournet	Navriti	Plumber General	29.12.2021	2	2	2	0	0	8.1.2022
CSR-RPL (KBL)	2025118	Saltlake	Navriti	Plumber General	29.12.2021	39	39	36	3	0	8.1.2022
CSR-RPL (KBL)	2024366	Labournet	Navriti	Plumber General	29.12.2021	38	37	35	2	1	9.1.2022
JJM-Assam	259911	NRDS Management	SM	Plumber General	27.10.2021	30	29	27	2	1	10.1.2022
JJM-Assam	259918	NRDS Management	SM	Plumber General	25.10.2021	30	26	26	0	4	10.1.2022
JJM-Assam	282709	NRDS Management	SM	Plumber General	26.10.2021	47	46	43	3	1	10.1.2022
DDUGKY	277431	MoRD	Navriti	Plumber General	1.10.2021	29	29	24	5	0	10.1.2022
DDUGKY	281463	NAC	VET	Plumber General	1.10.2021	17	17	17	0	0	10.1.2022
CSR-RPL (KBL)	2020155	SLIEM	V.Saas	Plumber General	18.12.2021	34	34	32	2	0	10.1.2022
CSR-RPL (KBL)	2016976	Labournet	V.Saas	Plumber General	28.12.2021	40	40	39	1	0	10.1.2022
CSR-RPL (KBL)	2016967	Labournet	V.Saas	Plumber General	28.12.2021	40	39	38	1	1	10.1.2022
CSR-RPL (KBL)	2019803	Labournet	V.Saas	Plumber General	29.12.2021	40	38	36	2	2	10.1.2022
CSR-RPL (KBL)	2021467	NAC	Explore D	Plumber General	21.12.2021	25	23	22	1	2	10.1.2022
CSR-RPL (KBL)	2021486	NAC	Explore D	Plumber General	21.12.2021	25	24	23	1	1	10.1.2022
CSR-RPL (KBL)	2014213	Annai Education	Explore D	Plumber General	3.12.2021	40	37	36	1	3	10.1.2022
CSR-RPL (KBL)	2017592	Annai Education	Explore D	Plumber General	3.12.2021	40	38	36	2	2	10.1.2022
CSR-RPL (Apollo)	280651	Ideal Impression	Mettl	Plumber General	21.9.2021	17	6	3	3	11	13.1.2022
CSR-RPL (Apollo)	280642	Ideal Impression	Mettl	Plumber General	21.9.2021	25	12	7	5	13	13.1.2022
CSR-RPL (Apollo)	280595	Ideal Impression	Mettl	Plumber General	20.9.2021	19	12	9	3	7	13.1.2022
CSR-RPL (Apollo)	280584	Ideal Impression	Mettl	Plumber General	20.9.2021	25	12	9	3	13	13.1.2022
CSR-RPL (KBL)	2021054	Ideal Impression	V.Saas	Plumber General	18.12.2021	20	20	20	0	0	13.1.2022
CSR-RPL (KBL)	2024062	Labournet	Navriti	Plumber General	2.1.2022	40	39	37	2	1	13.1.2022
NULM	284982	Doric Multimedia	SM	Plumber General	16.12.2021	30	30	28	2	0	20.1.2022
JJM-Assam	224646	Valeur	Explore D	Plumber General	13.03.2021	30	29	28	1	1	21.01.2022
JJM-Assam	239084	Valeur	Explore D	Plumber General	10.03.2021	30	28	27	1	2	21.01.2022
JJM-Assam	243219	Valeur	Explore D	Plumber General	17.03.2021	30	28	28	0	2	21.01.2022
JJM-Assam	243237	Valeur	Explore D	Plumber General	16.03.2021	30	28	26	2	2	21.01.2022
JJM-Assam	245603	Valeur	Explore D	Plumber General	20.03.2021	30	30	28	2	0	21.01.2022
JJM-Assam	245652	Valeur	Explore D	Plumber General	18.03.2021	30	30	28	2	0	21.01.2022
JJM-Assam	245663	Valeur	Explore D	Plumber General	18.03.2021	30	30	29	1	0	21.01.2022
JJM-Assam	223462	Valeur	Explore D	Plumber General	13.03.2021	30	25	23	2	5	21.01.2022
JJM-Assam	231774	Valeur	Explore D	Plumber General	15.03.2021	30	26	25	1	4	21.01.2022
JJM-Assam	232203	Valeur	Explore D	Plumber General	6.03.2021	30	22	22	0	8	21.01.2022
JJM-Assam	245604	Valeur	Explore D	Plumber General	20.03.2021	30	22	22	0	28	21.01.2022
JJM-Assam	245643	Valeur	Explore D	Plumber General	03.04.2021	30	30	28	2	0	21.01.2022
JJM-Assam	245661	Valeur	Explore D	Plumber General	08.04.2021	30	30	29	1	0	21.01.2022
JJM-Assam	246721	Valeur	Explore D	Plumber General	03.04.2021	30	30	29	1	0	21.01.2022
JJM-Assam	247007	Valeur	Explore D	Plumber General	08.04.2021	30	28	26	2	2	21.01.2022
JJM-Assam	247043	Valeur	Explore D	Plumber General	07.04.2021	30	29	28	1	1	21.01.2022
JJM-Assam	247295	Valeur	Explore D	Plumber General	07.04.2021	30	30	28	2	0	21.01.2022
JJM-Assam	245649	Valeur	Explore D	Plumber General	02.04.2021	30	30	29	1	0	21.01.2022
JJM-Assam	245650	Valeur	Explore D	Plumber General	02.04.2021	30	30	28	2	0	21.01.2022
JJM-Assam	258099	Valeur	VSAAS	Plumber General	12.04.2021	32	31	31	0	0	21.01.2022
JJM-Assam	260529	Valeur	Explore D	Plumber General	17.04.2021	39	39	36	3	0	21.01.2022
JJM-Assam	257683	Valeur	Explore D	Plumber General	17.04.2021	35	35	33	2	0	21.01.2022
JJM-Assam	260630	Valeur	Mettl	Plumber General	19.04.2021	20	20	3	17	0	21.01.2022
JJM-Assam	239242	Valeur	Explore D	Plumber General	16.03.2021	30	30	29	1	0	21.01.2022
JJM-Assam	245555	Valeur	Khwaspuria	Plumber General	12.4.2021	30	30	28	2	0	21.01.2022
JJM-Assam	245557	Valeur	Khwaspuria	Plumber General	12.4.2021	13	13	12	1	0	21.01.2022
NULM	280608	GKITR	VET	Plumber General	21.12.2021	30	30	29	1	0	21.01.2022
NULM	290102	GKITR	VET	Plumber General	23.12.2021	29	29	29	0	0	21.01.2022
NULM	271989	GKITR	VET	Plumber General	24.12.2021	26	26	25	1	0	21.01.2022
CSR-RPL (KBL)	2035197	Lok Bharti	SM	Plumber General	19.01.2022	35	29	28	1	6	24.01.2022
CSR-RPL (KBL)	2025323	Annai Education	SM	Plumber General	30.12.2021	36	36	32	4	0	24.01.2022
CSR-RPL (KBL)	2032824	Labournet	SM	Plumber General	11.01.2022	48	31	12	19	17	24.01.2022
CSR-RPL (KBL)	2025331	Annai Education	SM	Plumber General	29.12.2021	35	35	35	0	0	24.01.2022
CSR-RPL (KBL)	2032871	Labournet	SM	Plumber General	13.01.2022	41	24	20	4	17	24.01.2022
CSR-RPL (KBL)	2032441	Sanskar	Mettl	Plumber General	12.01.2022	32	12	12	0	20	24.01.2022
CSR-RPL (KBL)	2034776	Indeva	Mettl	Plumber General	19.01.2022	40	32	29	3	8	24.01.2022
CSR-RPL (KBL)	2035783	Ideal Impression	Mettl	Plumber General	20.01.2022	20	16	16	0	4	24.01.2022
CSR-RPL (KBL)	2035742	Ideal Impression	Mettl	Plumber General	20.01.2022	20	17	15	2	3	24.01.2022
CSR-RPL (KBL)	2031132	Labournet	Navriti	Plumber General	16.01.2022	35	29	27	2	6	24.01.2022
CSR-RPL (KBL)	2019805	Labournet	Navriti	Plumber General	06.01.2022	40	36	34	2	4	24.01.2022
CSR-RPL (KBL)	2019808	Labournet	Navriti	Plumber General	07.01.2022	37	34	32	2	3	24.01.2022
CSR-RPL (KBL)	2024052	Labournet	Navriti	Plumber General	08.01.2022	35	34	33	1	1	24.01.2022
CSR-RPL (KBL)	2024054	Labournet	Navriti	Plumber General	09.01.2022	30	30	28	2	0	24.01.2022
CSR-RPL (KBL)	2025741	Data Pro	Navriti	Plumber General	11.01.2022	40	37	35	2	3	24.01.2022
CSR-RPL (KBL)	2031988	Adept Edusys	Navriti	Plumber General	12.01.2022	40	16	16	0	24	24.01.2022
CSR-RPL (KBL)	2033197	Labournet	Navriti	Plumber General	15.01.2022	38	36	34	2	2	24.01.2022
CSR-RPL (KBL)	2033198	Labournet	Navriti	Plumber General	13.01.2022	34	34	33	1	0	24.01.2022
CSR-RPL (KBL)	2022641	Annai Education	VET	Plumber General	23.12.2021	35	35	35	0	0	24.01.2022
CSR-RPL (KBL)	2023804	Labournet	VET	Plumber General	26.12.2021	31	16	13	3	15	24.01.2022
CSR-RPL (KBL)	2023807	Labournet	VET	Plumber General	31.12.2021	35	33	30	3	2	24.01.2022
CSR-RPL (KBL)	2024129	Lok Bharti	VET	Plumber General	24.12.2021	24	24	24	0	0	24.01.2022
CSR-RPL (KBL)	2024258	Labournet	VET	Plumber General	03.01.2022	40	38	36	2	2	24.01.2022
CSR-RPL (KBL)	2024264	Labournet	VET	Plumber General	04.01.2022	40	40	37	3	0	24.01.2022
CSR-RPL (KBL)	2025302	Labournet	VET	Plumber General	05.01.2022	38	36	34	2	2	24.01.2022
CSR-RPL (KBL)	2029784	Yotta Edutech	VET	Plumber General	14.01.2022	35	24	19	5	11	24.01.2022
CSR-RPL (KBL)	2029788	Yotta Edutech	VET	Plumber General	14.01.2022	19	16	15	1	3	24.01.2022
CSR-RPL (KBL)	2034554	Yotta Edutech	VET	Plumber General	14.01.2022	16	13	13	0	3	24.01.2022
NULM	281784	Guru Kripa 	Mettl	Plumber General	22.11.2021	30	30	22	8	0	28.1.2022
NULM	282296	Guru Kripa 	Mettl	Plumber General	23.11.2021	29	29	26	3	0	28.1.2022
NULM	284983	Guru Kripa 	Mettl	Plumber General	25.11.2021	29	29	24	5	0	28.1.2022
CSR-RPL (KBL)	2033300	Ideal Impression	V.Saas	Plumber General	18.01.2022	20	16	14	2	4	28.1.2022
CSR-RPL (KBL)	2033498	Ideal Impression	V.Saas	Plumber General	18.01.2022	20	15	14	1	5	28.1.2022
CSR-RPL (KBL)	2031166	Labournet	V.Saas	Plumber General	18.01.2022	27	27	24	3	0	28.1.2022
CSR-RPL (KBL)	2033200	Labournet	V.Saas	Plumber General	18.01.2022	24	22	21	1	2	28.1.2022
CSR-RPL (KBL)	2031177	Labournet	V.Saas	Plumber General	17.01.2022	34	34	27	7	0	28.1.2022
CSR-RPL (KBL)	2024344	Lok Bharti	Khwaspuria	Plumber General	26.12.2022	40	36	33	3	4	28.1.2022
CSR-RPL (KBL)	2025122	Lok Bharti	Khwaspuria	Plumber General	28.12.2021	27	27	22	0	5	28.1.2022
CSR-RPL (KBL)	2024057	Labournet	Khwaspuria	Plumber General	30.12.2021	39	39	34	5	0	28.1.2022
CSR-RPL (KBL)	2024060	Labournet	Khwaspuria	Plumber General	31.12.2021	40	40	36	4	0	28.1.2022
CSR-RPL (KBL)	2025379	Data Pro	Khwaspuria	Plumber General	6.1.2022	40	40	37	3	0	28.1.2022
CSR-RPL (KBL)	2025366	Data Pro	Khwaspuria	Plumber General	5.1.2022	40	40	36	4	0	28.1.2022
CSR-RPL (KBL)	2011216	Annai Education	Explore D	Plumber General	18.11.2021	35	31	29	2	4	28.1.2022
CSR-RPL (KBL)	2025324	Annai Education	Explore D	Plumber General	29.12.2021	36	36	35	1	0	28.1.2022
CSR-RPL (KBL)	2025327	Annai Education	Explore D	Plumber General	29.12.2021	36	36	35	1	0	28.1.2022
CSR-RPL (KBL)	2022271	SLIEM	Explore D	Plumber General	22.12.2021	30	29	28	1	1	28.1.2022
DDUGKY	421477	Pipal Tree	V.Saas	Plumber General Assisstant	27.2.2019	35	33	31	2	2	29.1.2022
DDUGKY	421706	Pipal Tree	V.Saas	Plumber General Assisstant	28.2.2019	35	33	30	3	2	29.1.2022
State Govt-Meghalaya (MUDA)- Reassessment	2014514	Saltlake	SM	Plumber General	17.12.21	9	9	9	0	0	31.1.2022
CSR-RPL (KBL)	2038576	Labournet	VET	Plumber General	28.1.2022	39	28	26	2	11	2.2.2022
CSR-RPL (KBL)	2038161	Labournet	VET	Plumber General	28.1.2022	41	41	38	3	0	2.2.2022
CSR-RPL (KBL)	2035813	Labournet	VET	Plumber General	20.1.2022	40	21	4	17	19	2.2.2022
CSR-RPL (KBL)	2035975	Annai Education	VET	Plumber General	22.1.2022	30	29	28	1	1	2.2.2022
CSR-RPL (KBL)	2036838	Lok Bharti	VET	Plumber General	25.1.2022	36	35	35	0	1	2.2.2022
CSR-RPL (KBL)	2036842	Lok Bharti	VET	Plumber General	27.1.2022	35	35	34	1	0	2.2.2022
CSR-RPL (KBL)	2035948	Annai Education	SM	Plumber General	22.1.2022	35	35	35	0	0	2.2.2022
CSR-RPL (KBL)	2035947	Annai Education	SM	Plumber General	22.1.2022	35	34	30	4	1	2.2.2022
CSR-RPL (KBL)	2035198	Lok Bharti	SM	Plumber General	21.1.2022	35	30	30	0	5	2.2.2022
CSR-RPL (KBL)	2037610	Annai Education	SM	Plumber General	25.1.2022	40	38	37	1	2	2.2.2022
CSR-RPL (KBL)	2037613	Annai Education	SM	Plumber General	25.1.2022	31	31	25	6	0	2.2.2022
CSR-RPL (KBL)	2038355- Reassessment	Adept Edusys	SM	Plumber General	27.1.2022	24	2	0	2	22	2.2.2022
CSR-RPL (Apollo)	2031635	Labournet	SM	Plumber General	9.1.2022	46	45	41	4	1	2.2.2022
CSR-RPL (Apollo)	2031638	Labournet	Mettl	Plumber General	9.1.2022	49	37	32	5	12	2.2.2022
CSR-RPL (KBL)	2036983	Ideal Impression	Khwaspuria	Plumber General	25.1.2022	20	17	16	1	3	3.2.2022
CSR-RPL (KBL)	2036986	Ideal Impression	Khwaspuria	Plumber General	25.1.2022	20	18	17	1	2	3.2.2022
CSR-RPL (KBL)	2028936	Saltlake	Explore D	Plumber General	5.1.2022	40	39	38	1	1	3.2.2022
CSR-RPL (KBL)	2035825	NAC	Explore D	Plumber General	20.1.2022	22	13	13	0	9	3.2.2022
CSR-RPL (KBL)	2035828	NAC	Explore D	Plumber General	20.1.2022	22	11	11	0	11	3.2.2022
CSR-RPL (KBL)	2037608	Annai Education	Mettl	Plumber General	25.1.2022	40	38	38	0	2	16.2.2022
NBCFDC	2015508	e-Biz	V.Saas	Plumber General	6.7.2019	26	25	23	2	1	15.2.2022
NBCFDC	2015509	e-Biz	V.Saas	Plumber General	6.7.2019	16	16	14	2	0	15.2.2022
CSR-RPL (KBL)	2035950	Annai Education	Mettl	Plumber General	22.1.2022	35	35	35	0	0	16.2.2022
CSR-RPL (KBL)	2037985	Labournet	Mettl	Plumber General	29.1.2022	38	38	33	5	0	16.2.2022
CSR-RPL (KBL)	2039746	DCVS	Mettl	Plumber General	1.2.2022	38	27	25	2	11	16.2.2022
CSR-RPL (KBL)	2040722	Annai Education	Mettl	Plumber General	3.2.2022	35	28	28	0	7	16.2.2022
CSR-RPL (KBL)	2040729	Annai Education	Mettl	Plumber General	4.2.2022	40	28	28	0	12	16.2.2022
CSR-RPL (KBL)	2035807	NAC	Navriti	Plumber General	22.1.2022	25	22	21	1	3	16.2.2022
